This file was created using the 202206 Bloomberg database.

Missing data are indicated by -99.99.



,WML
20160615   ,-0.47
20160616    ,0.47
20160617   ,-1.12
20160620   ,-0.52
20160621    ,0.29
20160622    ,0.38
20160623   ,-1.51
20160624    ,2.05
20160627    ,3.97
20160628    ,1.58
20160629   ,-0.71
20160630   ,-0.10
20160701    ,0.84
20160704    ,0.46
20160705    ,0.55
20160706    ,1.61
20160707   ,-0.66
20160708   ,-0.50
20160711   ,-1.92
20160712   ,-2.55
20160713   ,-1.75
20160714    ,0.36
20160715   ,-3.16
20160718    ,0.00
20160719    ,0.42
20160720    ,1.62
20160721   ,-2.23
20160722    ,0.38
20160725   ,-0.99
20160726    ,1.60
20160727   ,-1.81
20160728    ,0.45
20160729   ,-1.09
20160801    ,0.63
20160802    ,1.46
20160803    ,0.83
20160804   ,-3.65
20160805   ,-0.86
20160808   ,-3.06
20160809    ,0.85
20160810    ,1.40
20160811    ,0.00
20160812    ,0.15
20160815    ,0.35
20160816    ,0.22
20160817   ,-1.85
20160818    ,0.05
20160819   ,-1.49
20160822    ,0.59
20160823    ,1.57
20160824   ,-0.38
20160825   ,-0.64
20160826    ,0.21
20160829   ,-1.70
20160830   ,-0.70
20160831   ,-1.35
20160901   ,-0.51
20160902    ,0.16
20160905   ,-0.37
20160906    ,0.69
20160907    ,1.43
20160908   ,-0.01
20160909   ,-1.12
20160912    ,0.39
20160913    ,0.56
20160914   ,-0.14
20160915    ,0.66
20160916   ,-0.65
20160919    ,0.00
20160920    ,0.95
20160921   ,-1.50
20160922    ,0.00
20160923    ,1.29
20160926    ,0.78
20160927    ,0.47
20160928    ,0.63
20160929   ,-0.85
20160930    ,0.61
20161003    ,0.20
20161004   ,-0.36
20161005   ,-0.95
20161006   ,-0.59
20161007   ,-0.44
20161010    ,0.00
20161011    ,0.20
20161012    ,0.01
20161013    ,0.58
20161014   ,-0.04
20161017   ,-0.31
20161018    ,0.42
20161019   ,-0.06
20161020   ,-1.04
20161021   ,-0.87
20161024    ,0.20
20161025   ,-0.48
20161026    ,0.22
20161027   ,-0.29
20161028   ,-0.85
20161031    ,0.33
20161101    ,0.01
20161102    ,0.22
20161103    ,0.00
20161104    ,0.21
20161107   ,-0.75
20161108   ,-0.47
20161109    ,1.18
20161110   ,-1.75
20161111   ,-2.35
20161114   ,-0.99
20161115   ,-0.33
20161116   ,-0.57
20161117    ,0.52
20161118   ,-0.90
20161121   ,-0.34
20161122    ,0.28
20161123    ,0.00
20161124   ,-1.38
20161125   ,-0.30
20161128    ,0.44
20161129    ,0.10
20161130    ,0.21
20161201   ,-0.92
20161202   ,-1.41
20161205    ,0.44
20161206   ,-0.86
20161207   ,-1.24
20161208   ,-0.37
20161209   ,-0.52
20161212   ,-0.29
20161213    ,0.44
20161214   ,-0.07
20161215   ,-0.71
20161216   ,-0.32
20161219    ,0.09
20161220    ,0.52
20161221   ,-0.18
20161222    ,0.11
20161223    ,0.00
20161226    ,0.28
20161227   ,-0.12
20161228    ,0.41
20161229   ,-0.08
20161230    ,0.34
20170102    ,0.00
20170103    ,0.00
20170104    ,0.14
20170105   ,-0.28
20170106   ,-0.20
20170109    ,0.00
20170110    ,0.11
20170111    ,0.41
20170112    ,0.56
20170113   ,-0.47
20170116    ,0.02
20170117    ,0.20
20170118    ,0.27
20170119    ,0.11
20170120    ,0.43
20170123    ,0.51
20170124    ,0.01
20170125    ,0.80
20170126    ,0.85
20170127   ,-0.44
20170130   ,-0.01
20170131   ,-0.41
20170201    ,0.35
20170202   ,-0.13
20170203   ,-0.06
20170206    ,0.10
20170207    ,0.00
20170208    ,0.32
20170209   ,-0.38
20170210    ,0.20
20170213   ,-0.01
20170214    ,0.25
20170215    ,0.03
20170216    ,0.08
20170217    ,0.00
20170220   ,-0.16
20170221   ,-0.06
20170222   ,-0.05
20170223   ,-0.32
20170224   ,-0.35
20170227   ,-0.61
20170228    ,0.28
20170301    ,0.55
20170302    ,0.30
20170303    ,0.02
20170306    ,0.02
20170307   ,-0.28
20170308    ,0.02
20170309    ,0.36
20170310    ,0.06
20170313   ,-0.51
20170314    ,0.38
20170315   ,-0.38
20170316    ,0.46
20170317    ,0.07
20170320    ,0.00
20170321    ,0.00
20170322   ,-0.87
20170323   ,-0.30
20170324   ,-0.04
20170327   ,-0.08
20170328    ,0.48
20170329    ,0.57
20170330    ,0.30
20170331   ,-0.35
20170403   ,-0.41
20170404   ,-0.92
20170405   ,-0.17
20170406   ,-0.50
20170407   ,-0.20
20170410    ,0.48
20170411   ,-0.76
20170412   ,-0.79
20170413   ,-0.16
20170414    ,0.21
20170417   ,-0.59
20170418    ,0.38
20170419    ,0.42
20170420    ,0.41
20170421    ,0.45
20170424   ,-0.24
20170425    ,0.93
20170426    ,0.87
20170427    ,0.33
20170428   ,-0.11
20170501    ,0.55
20170502    ,0.05
20170503    ,0.00
20170504    ,0.00
20170505    ,0.00
20170508    ,0.53
20170509   ,-0.41
20170510    ,0.09
20170511    ,0.41
20170512   ,-0.58
20170515   ,-0.65
20170516    ,0.26
20170517   ,-0.12
20170518   ,-0.69
20170519    ,0.29
20170522    ,0.04
20170523   ,-0.24
20170524    ,0.60
20170525   ,-0.26
20170526   ,-0.09
20170529   ,-0.24
20170530    ,0.43
20170531    ,0.16
20170601   ,-0.04
20170602    ,0.84
20170605   ,-0.19
20170606    ,0.02
20170607    ,0.37
20170608    ,0.32
20170609    ,0.75
20170612   ,-0.93
20170613   ,-0.18
20170614   ,-0.36
20170615   ,-1.03
20170616    ,0.05
20170619    ,0.31
20170620    ,0.81
20170621   ,-0.18
20170622    ,0.16
20170623   ,-0.29
20170626    ,0.37
20170627    ,0.35
20170628   ,-0.44
20170629    ,0.34
20170630   ,-0.21
20170703    ,0.13
20170704   ,-0.87
20170705    ,0.43
20170706   ,-0.02
20170707    ,0.07
20170710    ,0.57
20170711    ,0.15
20170712   ,-0.11
20170713    ,0.07
20170714   ,-0.02
20170717    ,0.00
20170718    ,0.44
20170719    ,0.30
20170720    ,0.32
20170721    ,0.50
20170724    ,0.10
20170725   ,-0.08
20170726   ,-0.38
20170727   ,-0.10
20170728   ,-0.81
20170731    ,0.09
20170801   ,-0.94
20170802    ,0.79
20170803    ,0.13
20170804    ,0.40
20170807    ,0.14
20170808    ,0.16
20170809   ,-0.32
20170810    ,0.04
20170811    ,0.00
20170814    ,0.25
20170815    ,0.38
20170816    ,0.19
20170817    ,0.23
20170818   ,-0.41
20170821    ,0.18
20170822    ,0.49
20170823    ,0.25
20170824    ,0.25
20170825    ,0.02
20170828    ,0.07
20170829    ,0.43
20170830   ,-0.13
20170831    ,0.23
20170901    ,0.19
20170904   ,-0.30
20170905   ,-1.00
20170906    ,0.58
20170907    ,0.11
20170908    ,0.39
20170911    ,0.83
20170912    ,0.26
20170913    ,0.31
20170914   ,-0.11
20170915    ,0.64
20170918    ,0.00
20170919    ,0.23
20170920   ,-0.06
20170921   ,-0.52
20170922   ,-0.60
20170925    ,0.46
20170926   ,-0.52
20170927    ,0.41
20170928    ,0.60
20170929    ,0.23
20171002    ,0.09
20171003   ,-0.06
20171004   ,-0.02
20171005   ,-0.59
20171006    ,0.04
20171009    ,0.00
20171010    ,0.69
20171011   ,-0.26
20171012    ,0.30
20171013    ,0.17
20171016   ,-0.41
20171017    ,0.06
20171018   ,-0.70
20171019    ,0.11
20171020    ,0.16
20171023    ,0.69
20171024    ,0.23
20171025    ,0.26
20171026    ,0.19
20171027    ,0.31
20171030    ,0.50
20171031    ,0.08
20171101    ,0.57
20171102   ,-0.39
20171103    ,0.00
20171106   ,-0.06
20171107   ,-0.16
20171108    ,0.58
20171109   ,-0.13
20171110    ,0.26
20171113    ,0.52
20171114    ,0.13
20171115   ,-0.71
20171116    ,1.02
20171117    ,0.42
20171120    ,0.28
20171121    ,0.42
20171122    ,0.37
20171123    ,0.01
20171124    ,0.50
20171127   ,-0.09
20171128   ,-0.25
20171129   ,-0.55
20171130   ,-1.47
20171201    ,0.22
20171204   ,-0.35
20171205   ,-0.83
20171206   ,-0.18
20171207    ,1.41
20171208    ,0.33
20171211   ,-0.49
20171212   ,-0.60
20171213   ,-0.94
20171214    ,0.58
20171215    ,0.66
20171218    ,0.74
20171219   ,-0.22
20171220    ,0.08
20171221    ,0.53
20171222    ,0.16
20171225    ,0.54
20171226   ,-0.12
20171227    ,0.17
20171228   ,-0.22
20171229   ,-0.42
20180101    ,0.00
20180102    ,0.00
20180103    ,0.00
20180104    ,0.40
20180105   ,-0.07
20180108    ,0.00
20180109    ,0.25
20180110   ,-0.53
20180111    ,0.00
20180112    ,0.35
20180115   ,-0.07
20180116    ,0.61
20180117    ,0.33
20180118    ,0.06
20180119    ,0.83
20180122    ,0.03
20180123    ,0.10
20180124   ,-0.76
20180125   ,-0.17
20180126    ,0.19
20180129    ,0.21
20180130   ,-0.35
20180131   ,-0.14
20180201    ,0.49
20180202   ,-0.16
20180205   ,-1.29
20180206   ,-2.10
20180207    ,0.08
20180208    ,0.85
20180209   ,-0.88
20180212    ,0.00
20180213   ,-0.13
20180214   ,-0.38
20180215    ,1.17
20180216    ,0.25
20180219    ,0.71
20180220   ,-0.38
20180221    ,0.98
20180222   ,-0.15
20180223    ,0.05
20180226   ,-0.18
20180227    ,0.22
20180228    ,0.34
20180301   ,-0.24
20180302    ,0.04
20180305   ,-1.70
20180306    ,1.53
20180307   ,-0.55
20180308    ,0.43
20180309    ,0.18
20180312   ,-0.10
20180313    ,0.12
20180314    ,0.25
20180315    ,0.49
20180316   ,-0.24
20180319   ,-0.68
20180320   ,-0.84
20180321    ,0.00
20180322    ,0.88
20180323   ,-1.43
20180326   ,-0.21
20180327    ,0.38
20180328   ,-0.62
20180329    ,0.32
20180330    ,0.72
20180402    ,0.46
20180403   ,-0.02
20180404   ,-1.18
20180405   ,-0.52
20180406    ,0.05
20180409   ,-0.02
20180410    ,0.14
20180411   ,-0.72
20180412    ,0.08
20180413   ,-0.39
20180416   ,-0.56
20180417   ,-0.44
20180418    ,0.61
20180419   ,-0.94
20180420    ,0.38
20180423   ,-0.13
20180424   ,-0.12
20180425   ,-0.64
20180426    ,0.13
20180427    ,0.09
20180430   ,-0.01
20180501   ,-0.16
20180502    ,0.25
20180503    ,0.00
20180504    ,0.00
20180507    ,0.45
20180508    ,0.09
20180509   ,-0.07
20180510    ,0.05
20180511    ,0.38
20180514   ,-0.02
20180515   ,-0.40
20180516    ,0.43
20180517    ,0.39
20180518    ,0.39
20180521    ,0.51
20180522   ,-0.02
20180523   ,-0.20
20180524    ,0.08
20180525    ,0.06
20180528   ,-0.25
20180529   ,-0.06
20180530    ,0.10
20180531    ,0.80
20180601   ,-0.27
20180604   ,-0.26
20180605   ,-0.30
20180606   ,-0.43
20180607    ,0.54
20180608    ,0.34
20180611    ,0.22
20180612   ,-0.08
20180613    ,0.05
20180614   ,-0.38
20180615    ,0.37
20180618   ,-0.02
20180619   ,-0.37
20180620    ,0.32
20180621    ,0.82
20180622   ,-0.02
20180625   ,-0.69
20180626   ,-0.76
20180627    ,0.72
20180628   ,-0.21
20180629   ,-0.46
20180702   ,-0.72
20180703    ,0.45
20180704   ,-0.14
20180705   ,-0.74
20180706    ,0.51
20180709    ,0.26
20180710   ,-0.52
20180711    ,0.11
20180712    ,0.58
20180713    ,0.54
20180716    ,0.00
20180717   ,-0.23
20180718    ,0.27
20180719   ,-0.70
20180720    ,0.14
20180723   ,-0.83
20180724   ,-0.18
20180725    ,0.29
20180726   ,-0.21
20180727   ,-0.06
20180730   ,-1.35
20180731   ,-0.53
20180801   ,-0.21
20180802   ,-0.05
20180803    ,0.27
20180806   ,-0.18
20180807   ,-0.38
20180808   ,-0.05
20180809    ,0.33
20180810    ,0.20
20180813    ,0.27
20180814    ,0.29
20180815    ,0.06
20180816   ,-0.76
20180817   ,-0.28
20180820   ,-0.46
20180821    ,0.37
20180822    ,0.19
20180823    ,0.80
20180824    ,0.67
20180827    ,0.41
20180828   ,-0.38
20180829    ,0.07
20180830    ,0.71
20180831    ,0.39
20180903    ,0.17
20180904    ,0.57
20180905   ,-0.48
20180906   ,-0.04
20180907    ,0.23
20180910    ,0.07
20180911    ,0.47
20180912    ,0.56
20180913   ,-0.20
20180914    ,0.03
20180917    ,0.00
20180918   ,-0.12
20180919   ,-0.42
20180920   ,-0.11
20180921   ,-0.79
20180924    ,0.00
20180925    ,0.40
20180926    ,0.67
20180927    ,0.08
20180928    ,0.54
20181001    ,0.27
20181002   ,-0.72
20181003   ,-0.04
20181004   ,-0.58
20181005   ,-0.09
20181008    ,0.01
20181009    ,0.52
20181010    ,0.14
20181011   ,-0.22
20181012    ,0.20
20181015   ,-0.07
20181016   ,-0.63
20181017    ,0.10
20181018    ,0.21
20181019    ,0.38
20181022   ,-0.33
20181023    ,0.24
20181024   ,-0.16
20181025   ,-0.77
20181026   ,-0.97
20181029   ,-1.46
20181030    ,0.34
20181031    ,0.42
20181101   ,-0.18
20181102   ,-0.17
20181105   ,-0.77
20181106    ,0.22
20181107    ,0.11
20181108    ,0.84
20181109   ,-0.36
20181112   ,-0.82
20181113    ,0.56
20181114   ,-0.94
20181115    ,0.54
20181116    ,0.37
20181119    ,0.23
20181120   ,-0.49
20181121   ,-0.30
20181122    ,0.35
20181123    ,0.01
20181126   ,-0.33
20181127   ,-0.48
20181128    ,0.10
20181129    ,0.20
20181130    ,0.32
20181203    ,0.14
20181204    ,0.34
20181205    ,0.64
20181206   ,-0.01
20181207    ,1.07
20181210   ,-0.18
20181211    ,0.87
20181212    ,0.35
20181213   ,-0.90
20181214    ,0.26
20181217    ,0.70
20181218   ,-0.67
20181219    ,0.29
20181220    ,0.60
20181221    ,0.03
20181224    ,0.00
20181225    ,0.79
20181226   ,-0.60
20181227   ,-0.18
20181228   ,-0.99
20181231    ,0.00
20190101    ,0.00
20190102   ,-0.01
20190103    ,0.00
20190104    ,0.74
20190107   ,-1.32
20190108   ,-1.13
20190109    ,0.06
20190110   ,-0.36
20190111   ,-0.79
20190114    ,0.00
20190115   ,-1.22
20190116    ,0.58
20190117    ,0.19
20190118   ,-0.64
20190121   ,-1.33
20190122    ,0.59
20190123    ,0.10
20190124   ,-0.84
20190125   ,-1.30
20190128    ,0.14
20190129    ,1.09
20190130   ,-0.18
20190131   ,-0.31
20190201    ,1.18
20190204   ,-0.62
20190205   ,-0.03
20190206   ,-0.19
20190207   ,-0.10
20190208    ,1.47
20190211    ,0.01
20190212   ,-1.18
20190213   ,-0.77
20190214    ,0.27
20190215    ,0.19
20190218   ,-0.87
20190219    ,0.72
20190220    ,0.39
20190221    ,0.16
20190222   ,-0.10
20190225   ,-0.36
20190226    ,0.25
20190227    ,0.20
20190228    ,0.71
20190301   ,-0.09
20190304   ,-0.84
20190305    ,0.49
20190306   ,-0.07
20190307    ,1.02
20190308    ,0.74
20190311    ,0.29
20190312   ,-0.40
20190313    ,0.51
20190314   ,-0.01
20190315   ,-0.07
20190318   ,-0.32
20190319   ,-0.27
20190320    ,0.18
20190321    ,0.00
20190322   ,-0.65
20190325    ,0.38
20190326   ,-0.38
20190327    ,0.33
20190328    ,0.50
20190329    ,0.23
20190401   ,-1.12
20190402   ,-1.62
20190403   ,-0.69
20190404   ,-0.26
20190405   ,-0.75
20190408    ,0.73
20190409   ,-0.15
20190410    ,0.25
20190411    ,0.31
20190412    ,0.26
20190415   ,-0.88
20190416   ,-0.10
20190417   ,-0.91
20190418   ,-0.27
20190419   ,-0.70
20190422    ,0.40
20190423    ,0.44
20190424    ,0.76
20190425    ,0.11
20190426    ,0.56
20190429    ,0.00
20190430    ,0.00
20190501    ,0.00
20190502    ,0.00
20190503    ,0.00
20190506    ,0.00
20190507    ,1.34
20190508    ,0.86
20190509    ,0.24
20190510   ,-0.06
20190513    ,0.10
20190514   ,-0.25
20190515    ,0.18
20190516    ,0.32
20190517    ,0.31
20190520   ,-0.21
20190521   ,-0.29
20190522    ,0.21
20190523    ,0.13
20190524   ,-0.24
20190527    ,0.23
20190528   ,-0.27
20190529    ,0.39
20190530   ,-0.65
20190531    ,0.56
20190603    ,0.21
20190604   ,-0.96
20190605    ,0.04
20190606    ,0.56
20190607    ,0.07
20190610    ,0.32
20190611   ,-0.61
20190612    ,0.28
20190613    ,0.62
20190614    ,0.26
20190617    ,0.52
20190618    ,0.11
20190619   ,-1.11
20190620    ,0.28
20190621   ,-0.63
20190624   ,-0.07
20190625    ,0.39
20190626   ,-0.55
20190627   ,-1.29
20190628    ,0.02
20190701   ,-0.96
20190702    ,0.08
20190703    ,0.46
20190704   ,-0.24
20190705   ,-0.29
20190708   ,-0.20
20190709    ,0.24
20190710    ,0.40
20190711    ,0.20
20190712    ,0.19
20190715   ,-0.01
20190716    ,0.24
20190717    ,0.10
20190718    ,0.42
20190719   ,-0.28
20190722   ,-0.68
20190723   ,-0.26
20190724   ,-0.20
20190725   ,-0.13
20190726    ,0.53
20190729    ,0.77
20190730   ,-0.39
20190731   ,-0.02
20190801    ,0.31
20190802    ,1.64
20190805    ,0.38
20190806   ,-0.04
20190807    ,0.38
20190808    ,0.41
20190809    ,0.07
20190812    ,0.00
20190813    ,1.08
20190814   ,-0.51
20190815    ,0.11
20190816    ,0.08
20190819   ,-0.61
20190820    ,0.12
20190821    ,0.36
20190822    ,0.02
20190823   ,-0.15
20190826    ,0.41
20190827   ,-0.29
20190828    ,0.01
20190829   ,-0.42
20190830   ,-0.40
20190902    ,0.03
20190903   ,-0.22
20190904    ,0.56
20190905   ,-0.81
20190906   ,-0.50
20190909    ,0.02
20190910   ,-2.56
20190911   ,-1.81
20190912   ,-0.11
20190913    ,0.03
20190916    ,0.00
20190917    ,0.18
20190918    ,1.01
20190919    ,0.22
20190920    ,0.08
20190923    ,0.00
20190924    ,0.62
20190925   ,-0.10
20190926   ,-0.60
20190927    ,0.63
20190930    ,0.11
20191001   ,-0.83
20191002    ,0.47
20191003    ,0.58
20191004    ,0.47
20191007    ,0.16
20191008   ,-0.28
20191009    ,0.69
20191010   ,-0.73
20191011   ,-0.72
20191014    ,0.00
20191015   ,-0.29
20191016   ,-0.32
20191017    ,0.10
20191018   ,-0.24
20191021   ,-0.10
20191022    ,0.00
20191023   ,-0.24
20191024   ,-0.68
20191025    ,0.10
20191028   ,-0.35
20191029   ,-0.17
20191030    ,0.44
20191031   ,-0.09
20191101    ,0.60
20191104    ,0.00
20191105   ,-0.72
20191106   ,-1.01
20191107    ,0.45
20191108   ,-0.99
20191111    ,0.45
20191112   ,-0.33
20191113    ,0.69
20191114    ,0.56
20191115   ,-0.19
20191118    ,0.65
20191119    ,0.02
20191120    ,0.27
20191121    ,0.28
20191122   ,-0.04
20191125   ,-0.61
20191126    ,0.59
20191127    ,0.07
20191128    ,0.03
20191129   ,-0.21
20191202   ,-0.19
20191203    ,0.68
20191204   ,-0.20
20191205   ,-0.32
20191206    ,0.02
20191209   ,-0.19
20191210    ,0.52
20191211   ,-0.10
20191212    ,0.28
20191213   ,-0.17
20191216    ,0.28
20191217    ,0.29
20191218   ,-0.30
20191219    ,0.38
20191220    ,0.17
20191223    ,0.13
20191224    ,0.50
20191225    ,0.59
20191226   ,-0.14
20191227   ,-0.38
20191230    ,0.45
20191231    ,0.00
20200101    ,0.00
20200102    ,0.00
20200103    ,0.00
20200106    ,0.56
20200107   ,-0.01
20200108    ,0.00
20200109    ,0.62
20200110    ,0.24
20200113    ,0.00
20200114    ,0.29
20200115   ,-0.13
20200116    ,0.13
20200117   ,-0.60
20200120    ,0.19
20200121    ,0.05
20200122    ,0.72
20200123    ,0.52
20200124    ,0.35
20200127   ,-0.32
20200128   ,-0.02
20200129   ,-0.58
20200130   ,-0.69
20200131    ,0.21
20200203    ,0.14
20200204   ,-0.08
20200205   ,-0.22
20200206   ,-0.13
20200207   ,-0.13
20200210   ,-0.13
20200211    ,0.00
20200212    ,0.91
20200213    ,0.31
20200214   ,-0.32
20200217   ,-0.15
20200218   ,-0.57
20200219    ,0.68
20200220    ,0.22
20200221   ,-0.20
20200224    ,0.01
20200225    ,0.28
20200226   ,-0.19
20200227    ,0.00
20200228   ,-0.71
20200302    ,1.00
20200303   ,-0.37
20200304    ,0.41
20200305    ,0.09
20200306    ,0.32
20200309    ,0.72
20200310    ,0.49
20200311   ,-1.37
20200312    ,0.01
20200313    ,0.39
20200316   ,-0.09
20200317   ,-0.65
20200318   ,-0.46
20200319    ,0.15
20200320   ,-0.01
20200323   ,-0.71
20200324    ,0.11
20200325   ,-0.08
20200326    ,0.19
20200327    ,0.19
20200330    ,0.49
20200331    ,1.26
20200401    ,0.16
20200402    ,0.86
20200403    ,0.34
20200406    ,0.19
20200407   ,-0.87
20200408    ,0.44
20200409   ,-1.20
20200410   ,-0.58
20200413    ,0.84
20200414   ,-0.74
20200415    ,1.44
20200416    ,0.74
20200417   ,-1.66
20200420   ,-0.99
20200421    ,1.61
20200422    ,1.69
20200423   ,-1.70
20200424    ,0.52
20200427   ,-1.60
20200428   ,-0.29
20200429   ,-0.01
20200430   ,-2.76
20200501    ,1.25
20200504    ,0.00
20200505    ,0.00
20200506   ,-0.01
20200507    ,1.23
20200508   ,-1.91
20200511   ,-3.54
20200512    ,1.40
20200513    ,0.86
20200514    ,1.15
20200515   ,-0.08
20200518    ,0.07
20200519   ,-1.60
20200520    ,0.58
20200521   ,-0.35
20200522    ,0.73
20200525   ,-1.02
20200526   ,-1.64
20200527   ,-1.28
20200528   ,-0.71
20200529    ,2.45
20200601    ,0.59
20200602   ,-0.86
20200603   ,-1.05
20200604    ,0.39
20200605   ,-1.98
20200608   ,-2.27
20200609    ,0.36
20200610    ,1.09
20200611    ,2.59
20200612    ,0.68
20200615    ,1.25
20200616   ,-2.01
20200617    ,1.38
20200618    ,0.95
20200619    ,0.63
20200622    ,0.44
20200623   ,-0.03
20200624    ,0.49
20200625    ,1.22
20200626   ,-0.03
20200629    ,1.41
20200630   ,-0.68
20200701    ,0.17
20200702   ,-0.55
20200703    ,1.64
20200706   ,-0.99
20200707    ,1.12
20200708    ,0.58
20200709    ,0.84
20200710    ,0.78
20200713   ,-1.18
20200714   ,-0.39
20200715   ,-0.68
20200716   ,-1.88
20200717    ,1.09
20200720    ,0.72
20200721    ,1.53
20200722   ,-0.11
20200723    ,0.00
20200724    ,0.00
20200727    ,0.16
20200728    ,1.11
20200729    ,1.33
20200730    ,1.75
20200731    ,0.85
20200803   ,-0.06
20200804   ,-2.48
20200805    ,0.27
20200806    ,0.10
20200807   ,-1.06
20200810    ,0.00
20200811   ,-2.83
20200812   ,-1.58
20200813    ,1.33
20200814    ,0.81
20200817   ,-0.11
20200818    ,1.26
20200819   ,-0.59
20200820   ,-0.41
20200821   ,-0.21
20200824    ,0.83
20200825   ,-1.83
20200826    ,0.01
20200827    ,0.71
20200828   ,-2.23
20200831   ,-0.03
20200901    ,0.52
20200902    ,1.13
20200903   ,-0.19
20200904   ,-1.42
20200907   ,-1.97
20200908   ,-0.67
20200909    ,0.15
20200910   ,-0.53
20200911   ,-0.09
20200914   ,-0.62
20200915    ,0.78
20200916    ,1.80
20200917    ,0.66
20200918   ,-0.11
20200921    ,0.00
20200922    ,0.00
20200923    ,1.51
20200924    ,0.39
20200925    ,0.61
20200928   ,-0.68
20200929    ,1.11
20200930    ,0.70
20201001    ,0.00
20201002   ,-0.54
20201005   ,-1.38
20201006   ,-0.57
20201007    ,0.31
20201008    ,0.58
20201009    ,0.60
20201012    ,0.41
20201013   ,-0.13
20201014    ,1.55
20201015   ,-0.37
20201016   ,-0.30
20201019   ,-0.42
20201020    ,1.20
20201021   ,-1.70
20201022   ,-0.59
20201023   ,-1.30
20201026   ,-1.20
20201027    ,1.56
20201028    ,2.50
20201029   ,-0.10
20201030   ,-0.14
20201102   ,-1.88
20201103    ,0.00
20201104    ,0.81
20201105    ,2.17
20201106   ,-0.69
20201109    ,1.03
20201110   ,-7.00
20201111   ,-0.29
20201112    ,1.91
20201113    ,1.62
20201116   ,-1.20
20201117   ,-2.25
20201118    ,0.82
20201119    ,1.12
20201120   ,-0.06
20201123    ,0.00
20201124    ,0.44
20201125   ,-0.06
20201126    ,1.65
20201127    ,0.56
20201130    ,2.96
20201201   ,-0.64
20201202   ,-1.55
20201203   ,-1.43
20201204   ,-1.01
20201207   ,-0.82
20201208    ,0.84
20201209   ,-0.51
20201210   ,-0.17
20201211    ,0.76
20201214   ,-0.55
20201215   ,-0.12
20201216   ,-0.16
20201217    ,2.04
20201218   ,-0.88
20201221    ,0.14
20201222   ,-0.63
20201223    ,1.74
20201224   ,-0.17
20201225   ,-0.67
20201228    ,0.72
20201229    ,0.13
20201230    ,0.26
20201231    ,0.00
20210101    ,0.00
20210104    ,1.33
20210105    ,0.40
20210106   ,-1.85
20210107   ,-0.37
20210108    ,0.33
20210111    ,0.01
20210112   ,-0.40
20210113    ,0.20
20210114   ,-0.75
20210115   ,-0.83
20210118    ,0.59
20210119   ,-0.08
20210120   ,-0.68
20210121    ,0.49
20210122    ,0.40
20210125   ,-0.18
20210126   ,-0.87
20210127   ,-0.46
20210128   ,-1.90
20210129   ,-0.57
20210201    ,0.48
20210202    ,0.27
20210203   ,-1.24
20210204   ,-0.89
20210205   ,-1.12
20210208   ,-0.78
20210209    ,1.22
20210210   ,-0.36
20210211    ,0.00
20210212   ,-0.15
20210215    ,0.15
20210216    ,0.40
20210217   ,-1.12
20210218   ,-0.27
20210219    ,0.45
20210222   ,-0.09
20210223    ,0.00
20210224   ,-3.05
20210225    ,0.49
20210226   ,-0.90
20210301    ,0.35
20210302    ,0.35
20210303   ,-1.17
20210304   ,-1.21
20210305   ,-0.88
20210308   ,-1.38
20210309   ,-1.10
20210310    ,0.44
20210311    ,0.94
20210312    ,2.00
20210315   ,-1.54
20210316    ,0.30
20210317   ,-0.08
20210318    ,0.87
20210319   ,-1.16
20210322   ,-1.07
20210323    ,0.13
20210324   ,-0.38
20210325   ,-0.65
20210326    ,0.86
20210329   ,-0.29
20210330    ,1.24
20210331    ,1.35
20210401    ,0.74
20210402    ,1.19
20210405    ,0.18
20210406    ,0.10
20210407    ,0.50
20210408    ,0.88
20210409   ,-0.17
20210412   ,-0.91
20210413    ,0.71
20210414   ,-0.10
20210415   ,-0.24
20210416    ,0.17
20210419    ,0.62
20210420   ,-0.31
20210421   ,-0.85
20210422    ,0.77
20210423   ,-0.73
20210426    ,0.25
20210427   ,-0.20
20210428    ,0.80
20210429    ,0.00
20210430   ,-0.79
20210503   ,-0.01
20210504    ,0.02
20210505    ,0.00
20210506   ,-0.01
20210507   ,-0.37
20210510   ,-0.50
20210511   ,-0.99
20210512   ,-0.27
20210513   ,-0.92
20210514    ,0.12
20210517   ,-0.75
20210518    ,0.98
20210519   ,-0.15
20210520    ,0.54
20210521    ,0.53
20210524    ,0.02
20210525    ,0.98
20210526    ,0.14
20210527   ,-0.13
20210528    ,0.28
20210531    ,0.00
20210601    ,0.54
20210602    ,0.08
20210603   ,-0.44
20210604   ,-0.38
20210607   ,-0.04
20210608   ,-0.77
20210609   ,-1.20
20210610    ,0.07
20210611   ,-0.28
20210614    ,0.54
20210615   ,-0.15
20210616    ,0.39
20210617    ,0.13
20210618   ,-0.28
20210621   ,-0.54
20210622    ,0.44
20210623    ,0.28
20210624    ,0.01
20210625    ,0.47
20210628    ,0.28
20210629   ,-0.08
20210630    ,0.55
20210701   ,-0.31
20210702    ,0.19
20210705   ,-0.02
20210706    ,0.39
20210707   ,-0.45
20210708   ,-0.51
20210709    ,0.42
20210712    ,0.05
20210713    ,0.07
20210714   ,-0.79
20210715   ,-0.13
20210716    ,0.68
20210719   ,-1.18
20210720   ,-0.84
20210721    ,0.40
20210722    ,0.00
20210723    ,0.00
20210726    ,0.72
20210727    ,0.10
20210728   ,-0.69
20210729    ,0.74
